DATE,WORKOUT,EXERCISE,MUSCLE,SET,NB_REPS,WEIGHT
2023-08-08,Chest / Shoulders / Triceps,Smith machine bench press,Chest,1,8,65.0
2023-08-08,Chest / Shoulders / Triceps,Smith machine bench press,Chest,2,6,65.0
2023-08-08,Chest / Shoulders / Triceps,Smith machine bench press,Chest,3,5,65.0
2023-08-08,Chest / Shoulders / Triceps,Smith Machine Incline Bench Press,Chest,1,10,50.0
2023-08-08,Chest / Shoulders / Triceps,Smith Machine Incline Bench Press,Chest,2,10,50.0
2023-08-08,Chest / Shoulders / Triceps,Smith Machine Incline Bench Press,Chest,3,5,55.0
2023-08-08,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,1,12,14.0
2023-08-08,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,2,10,14.0
2023-08-08,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,3,10,14.0
2023-08-08,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,1,8,20.0
2023-08-08,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,2,7,20.0
2023-08-08,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,3,6,20.0
2023-08-08,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,1,9,12.0
2023-08-08,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,2,8,12.0
2023-08-08,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,3,7,12.0
2023-08-08,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,1,10,25.0
2023-08-08,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,2,8,25.0
2023-08-08,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,3,6,25.0
2023-08-08,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,1,7,27.0
2023-08-08,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,2,7,25.0
2023-08-08,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,3,7,25.0
