DATE,WORKOUT,EXERCISE,MUSCLE,SET,NB_REPS,WEIGHT
2023-07-19,Chest / Shoulders / Triceps,Smith machine bench press,Chest,1,9,65.0
2023-07-19,Chest / Shoulders / Triceps,Smith machine bench press,Chest,2,7,65.0
2023-07-19,Chest / Shoulders / Triceps,Smith machine bench press,Chest,3,6,65.0
2023-07-19,Chest / Shoulders / Triceps,Smith Machine Incline Bench Press,Chest,1,7,55.0
2023-07-19,Chest / Shoulders / Triceps,Smith Machine Incline Bench Press,Chest,2,9,55.0
2023-07-19,Chest / Shoulders / Triceps,Smith Machine Incline Bench Press,Chest,3,7,55.0
2023-07-19,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,1,9,20.0
2023-07-19,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,2,8,20.0
2023-07-19,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,3,8,20.0
2023-07-19,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,1,11,14.0
2023-07-19,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,2,11,14.0
2023-07-19,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,3,11,14.0
2023-07-19,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,1,10,25.0
2023-07-19,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,2,10,25.0
2023-07-19,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,3,8,25.0
2023-07-19,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,1,14,14.0
2023-07-19,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,2,7,16.0
2023-07-19,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,3,7,16.0
2023-07-19,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,1,14,12.0
2023-07-19,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,2,10,12.0
2023-07-19,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,3,9,12.0
2023-07-22,Back / Shoulders / Biceps,Pull-up,Back,1,11,5.0
2023-07-22,Back / Shoulders / Biceps,Pull-up,Back,2,9,5.0
2023-07-22,Back / Shoulders / Biceps,Pull-up,Back,3,7,5.0
2023-07-22,Back / Shoulders / Biceps,Pull-up,Back,4,6,5.0
2023-07-22,Back / Shoulders / Biceps,Bent Over Barbell Row,Back,1,12,60.0
2023-07-22,Back / Shoulders / Biceps,Bent Over Barbell Row,Back,2,11,60.0
2023-07-22,Back / Shoulders / Biceps,Bent Over Barbell Row,Back,3,11,60.0
2023-07-22,Back / Shoulders / Biceps,Bent Over Barbell Row,Back,4,10,60.0
2023-07-22,Back / Shoulders / Biceps,Bent-over dumbbell rear delt fly,Shoulders,1,10,8.0
2023-07-22,Back / Shoulders / Biceps,Bent-over dumbbell rear delt fly,Shoulders,2,9,8.0
2023-07-22,Back / Shoulders / Biceps,Bent-over dumbbell rear delt fly,Shoulders,3,9,8.0
2023-07-22,Back / Shoulders / Biceps,Hammer Curls,Biceps,1,13,12.0
2023-07-22,Back / Shoulders / Biceps,Hammer Curls,Biceps,2,10,12.0
2023-07-22,Back / Shoulders / Biceps,Hammer Curls,Biceps,3,8,12.0
2023-07-22,Back / Shoulders / Biceps,Incline dumbbell biceps curl,Biceps,1,11,8.0
2023-07-22,Back / Shoulders / Biceps,Incline dumbbell biceps curl,Biceps,2,10,8.0
2023-07-22,Back / Shoulders / Biceps,Incline dumbbell biceps curl,Biceps,3,11,8.0
2023-07-22,Back / Shoulders / Biceps,Barbell Curl,Biceps,1,6,26.0
2023-07-22,Back / Shoulders / Biceps,Dumbbell Bicep Curl,Biceps,1,5,14.0
2023-07-22,Back / Shoulders / Biceps,Dumbbell Bicep Curl,Biceps,2,5,12.0
2023-07-22,Back / Shoulders / Biceps,Dumbbell Bicep Curl,Biceps,3,5,12.0
