DATE,WORKOUT,EXERCISE,MUSCLE,SET,NB_REPS,WEIGHT
2023-08-05,Back / Biceps,Dumbbell bent-over row,Back,1,16,22.0
2023-08-05,Back / Biceps,Dumbbell bent-over row,Back,2,16,22.0
2023-08-05,Back / Biceps,Dumbbell bent-over row,Back,3,14,22.0
2023-08-05,Back / Biceps,Single-arm dumbbell row,Back,1,8,18.0
2023-08-05,Back / Biceps,Single-arm dumbbell row,Back,2,10,14.0
2023-08-05,Back / Biceps,Standing dumbbell shrug,Back,1,15,22.0
2023-08-05,Back / Biceps,Standing dumbbell shrug,Back,2,15,22.0
2023-08-05,Back / Biceps,Standing dumbbell shrug,Back,3,15,22.0
2023-08-05,Back / Biceps,Hammer Curls,Biceps,1,13,12.0
2023-08-05,Back / Biceps,Hammer Curls,Biceps,2,10,12.0
2023-08-05,Back / Biceps,Hammer Curls,Biceps,3,7,12.0
2023-08-05,Back / Biceps,Dumbbell Bicep Curl,Biceps,1,7,12.0
2023-08-05,Back / Biceps,Dumbbell Bicep Curl,Biceps,2,7,10.0
2023-08-05,Back / Biceps,Dumbbell Bicep Curl,Biceps,3,6,10.0
2023-08-06,Legs,Barbell Squat,Legs,1,11,70.0
2023-08-06,Legs,Barbell Squat,Legs,2,6,78.0
2023-08-06,Legs,Barbell Squat,Legs,3,5,78.0
2023-08-06,Legs,Romanian Deadlift With Dumbbells,Legs,1,12,48.0
2023-08-06,Legs,Romanian Deadlift With Dumbbells,Legs,2,10,48.0
2023-08-06,Legs,Romanian Deadlift With Dumbbells,Legs,3,10,48.0
2023-08-06,Legs,Smith machine standing calf raise,Legs,1,18,50.0
2023-08-06,Legs,Smith machine standing calf raise,Legs,2,15,70.0
2023-08-06,Legs,Smith machine standing calf raise,Legs,3,18,70.0
