DATE,WORKOUT,EXERCISE,MUSCLE,SET,NB_REPS,WEIGHT
2023-09-05,Chest / Shoulders / Triceps,Smith machine bench press,Chest,1,9,65.0
2023-09-05,Chest / Shoulders / Triceps,Smith machine bench press,Chest,2,7,65.0
2023-09-05,Chest / Shoulders / Triceps,Smith machine bench press,Chest,3,7,65.0
2023-09-05,Chest / Shoulders / Triceps,Smith Machine Incline Bench Press,Chest,1,10,55.0
2023-09-05,Chest / Shoulders / Triceps,Smith Machine Incline Bench Press,Chest,2,7,55.0
2023-09-05,Chest / Shoulders / Triceps,Smith Machine Incline Bench Press,Chest,3,6,55.0
2023-09-05,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,1,8,20.0
2023-09-05,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,2,7,20.0
2023-09-05,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,3,6,20.0
2023-09-05,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,1,10,14.0
2023-09-05,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,2,9,14.0
2023-09-05,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,3,9,14.0
2023-09-05,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,1,10,25.0
2023-09-05,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,2,7,25.0
2023-09-05,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,3,8,25.0
2023-09-05,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,1,8,14.0
2023-09-05,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,2,8,14.0
2023-09-05,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,3,8,14.0
2023-09-05,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,1,12,12.0
2023-09-05,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,2,7,12.0
2023-09-05,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,3,8,12.0
