DATE,WORKOUT,EXERCISE,MUSCLE,SET,NB_REPS,WEIGHT
2023-09-13,Chest / Shoulders / Triceps,Bench press,Chest,1,8,60.0
2023-09-13,Chest / Shoulders / Triceps,Bench press,Chest,2,7,60.0
2023-09-13,Chest / Shoulders / Triceps,Bench press,Chest,3,6,60.0
2023-09-13,Chest / Shoulders / Triceps,Close-grip bench press,Triceps,1,11,44.0
2023-09-13,Chest / Shoulders / Triceps,Close-grip bench press,Triceps,2,10,44.0
2023-09-13,Chest / Shoulders / Triceps,Close-grip bench press,Triceps,3,8,44.0
2023-09-13,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,1,10,18.0
2023-09-13,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,2,8,18.0
2023-09-13,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,3,7,18.0
2023-09-13,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,1,11,22.0
2023-09-13,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,2,10,22.0
2023-09-13,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,3,10,22.0
2023-09-13,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,1,8,12.0
2023-09-13,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,2,8,12.0
2023-09-13,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,3,8,12.0
2023-09-15,Back / Biceps,Pull-up,Back,1,10,5.0
2023-09-15,Back / Biceps,Pull-up,Back,2,8,5.0
2023-09-15,Back / Biceps,Pull-up,Back,3,6,5.0
2023-09-15,Back / Biceps,Pull-up,Back,4,6,5.0
2023-09-15,Back / Biceps,Bent Over Barbell Row,Back,1,9,60.0
2023-09-15,Back / Biceps,Bent Over Barbell Row,Back,2,9,60.0
2023-09-15,Back / Biceps,Bent Over Barbell Row,Back,3,7,60.0
2023-09-15,Back / Biceps,Bent Over Barbell Row,Back,4,6,60.0
2023-09-15,Back / Biceps,Hammer Curls,Biceps,1,10,12.0
2023-09-15,Back / Biceps,Hammer Curls,Biceps,2,7,12.0
2023-09-15,Back / Biceps,Hammer Curls,Biceps,3,7,12.0
2023-09-15,Back / Biceps,Incline dumbbell biceps curl,Biceps,1,8,8.0
2023-09-15,Back / Biceps,Incline dumbbell biceps curl,Biceps,2,6,8.0
2023-09-15,Back / Biceps,Incline dumbbell biceps curl,Biceps,3,7,8.0
2023-09-16,Chest / Shoulders / Triceps,Bench press,Chest,1,11,60.0
2023-09-16,Chest / Shoulders / Triceps,Bench press,Chest,2,8,60.0
2023-09-16,Chest / Shoulders / Triceps,Bench press,Chest,3,8,60.0
2023-09-16,Chest / Shoulders / Triceps,Close-grip bench press,Triceps,1,14,44.0
2023-09-16,Chest / Shoulders / Triceps,Close-grip bench press,Triceps,2,12,48.0
2023-09-16,Chest / Shoulders / Triceps,Close-grip bench press,Triceps,3,8,48.0
2023-09-16,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,1,10,18.0
2023-09-16,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,2,7,18.0
2023-09-16,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,3,6,18.0
2023-09-16,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,1,10,24.0
2023-09-16,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,2,7,24.0
2023-09-16,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,3,6,24.0
2023-09-16,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,1,8,12.0
2023-09-16,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,2,8,12.0
2023-09-16,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,3,8,12.0
2023-09-17,Legs,Barbell Squat,Legs,1,12,80.0
2023-09-17,Legs,Barbell Squat,Legs,2,2,90.0
2023-09-17,Legs,Barbell Squat,Legs,3,8,80.0
2023-09-17,Legs,Barbell Squat,Legs,4,8,85.0
2023-09-17,Legs,Leg Press,Legs,1,15,90.0
2023-09-17,Legs,Leg Press,Legs,2,11,100.0
2023-09-17,Legs,Leg Press,Legs,3,8,100.0
2023-09-17,Legs,Lying Leg Curls,Legs,1,10,45.0
2023-09-17,Legs,Lying Leg Curls,Legs,2,10,45.0
2023-09-17,Legs,Lying Leg Curls,Legs,3,11,45.0
2023-09-17,Legs,Leg Extensions,Legs,1,9,59.0
2023-09-17,Legs,Leg Extensions,Legs,2,8,59.0
2023-09-17,Legs,Leg Extensions,Legs,3,7,59.0
2023-09-17,Legs,Smith machine standing calf raise,Legs,1,15,70.0
2023-09-17,Legs,Smith machine standing calf raise,Legs,2,12,80.0
2023-09-17,Legs,Smith machine standing calf raise,Legs,3,8,85.0
