DATE,WORKOUT,EXERCISE,MUSCLE,SET,NB_REPS,WEIGHT
2023-09-20,Arms,Close-grip bench press,Triceps,1,13,50.0
2023-09-20,Arms,Close-grip bench press,Triceps,2,10,50.0
2023-09-20,Arms,Close-grip bench press,Triceps,3,9,50.0
2023-09-20,Arms,Hammer Curls,Biceps,1,13,12.0
2023-09-20,Arms,Hammer Curls,Biceps,2,11,12.0
2023-09-20,Arms,Hammer Curls,Biceps,3,9,12.0
2023-09-20,Arms,Behind-the-head skullcrusher,Triceps,1,13,24.0
2023-09-20,Arms,Behind-the-head skullcrusher,Triceps,2,8,24.0
2023-09-20,Arms,Behind-the-head skullcrusher,Triceps,3,8,24.0
2023-09-20,Arms,Incline dumbbell biceps curl,Biceps,1,14,10.0
2023-09-20,Arms,Incline dumbbell biceps curl,Biceps,2,8,10.0
2023-09-20,Arms,Incline dumbbell biceps curl,Biceps,3,8,10.0
2023-09-22,Back / Shoulders / Biceps,Pull-up,Back,1,10,5.0
2023-09-22,Back / Shoulders / Biceps,Pull-up,Back,2,8,5.0
2023-09-22,Back / Shoulders / Biceps,Pull-up,Back,3,6,5.0
2023-09-22,Back / Shoulders / Biceps,Pull-up,Back,4,6,5.0
2023-09-22,Back / Shoulders / Biceps,Bent Over Barbell Row,Back,1,9,60.0
2023-09-22,Back / Shoulders / Biceps,Bent Over Barbell Row,Back,2,10,60.0
2023-09-22,Back / Shoulders / Biceps,Bent Over Barbell Row,Back,3,7,60.0
2023-09-22,Back / Shoulders / Biceps,Bent Over Barbell Row,Back,4,8,60.0
2023-09-22,Back / Shoulders / Biceps,Bent-over dumbbell rear delt fly,Shoulders,1,12,6.0
2023-09-22,Back / Shoulders / Biceps,Bent-over dumbbell rear delt fly,Shoulders,2,9,8.0
2023-09-22,Back / Shoulders / Biceps,Bent-over dumbbell rear delt fly,Shoulders,3,9,8.0
2023-09-22,Back / Shoulders / Biceps,Dumbbell Bicep Curl,Biceps,1,11,12.0
2023-09-22,Back / Shoulders / Biceps,Dumbbell Bicep Curl,Biceps,2,7,12.0
2023-09-22,Back / Shoulders / Biceps,Dumbbell Bicep Curl,Biceps,3,7,12.0
2023-09-23,Chest / Shoulders,Bench press,Chest,1,10,60.0
2023-09-23,Chest / Shoulders,Bench press,Chest,2,8,60.0
2023-09-23,Chest / Shoulders,Bench press,Chest,3,8,60.0
2023-09-23,Chest / Shoulders,Incline bench press,Chest,1,8,50.0
2023-09-23,Chest / Shoulders,Incline bench press,Chest,2,7,50.0
2023-09-23,Chest / Shoulders,Incline bench press,Chest,3,8,50.0
2023-09-23,Chest / Shoulders,Seated dumbbell shoulder press,Shoulders,1,11,18.0
2023-09-23,Chest / Shoulders,Seated dumbbell shoulder press,Shoulders,2,9,18.0
2023-09-23,Chest / Shoulders,Seated dumbbell shoulder press,Shoulders,3,8,18.0
2023-09-23,Chest / Shoulders,Dumbbell lateral raise,Shoulders,1,11,12.0
2023-09-23,Chest / Shoulders,Dumbbell lateral raise,Shoulders,2,8,12.0
2023-09-23,Chest / Shoulders,Dumbbell lateral raise,Shoulders,3,8,12.0
